hierarchy,active,mesh_asset,triangles,colliders,cast_shadows,material_assets,instancing,lod_group,instance_id,bounds_center_x,bounds_center_y,bounds_center_z
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 111/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198338,1.49983025,1.51678109,16.4999218
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 111/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198330,1.500096,1.50749528,16.4998264
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 111/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198322,1.51077914,1.498771,16.49357
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 112/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198308,2.49997926,1.61235738,16.5002
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 112/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198300,2.49978948,1.602371,16.4999638
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 112/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198292,2.489688,1.59298837,16.491291
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 113/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198278,3.49981642,1.51602972,16.5000362
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 113/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198270,3.49997544,1.50674939,16.4998035
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 113/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198262,3.50493836,1.49803019,16.48847
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 114/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198248,4.499801,1.61235738,16.49997
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 114/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198240,4.50004768,1.602371,16.4997921
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 114/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198232,4.50923729,1.59298837,16.4901581
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 119/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198218,8.500038,1.61235738,16.4998016
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 119/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198210,8.500206,1.602371,16.5000553
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 119/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198202,8.509514,1.59298837,16.5095749
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 120/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198188,9.500013,1.61235738,16.4998
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 120/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198180,9.500212,1.602371,16.5000286
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 120/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198172,9.51061,1.59298837,16.5083447
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 121/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198158,10.50014,1.58935976,16.49986
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 121/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198150,10.5001383,1.5795418,16.5001583
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 121/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198142,10.50249,1.57031763,16.5130348
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 122/LOD0,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD0.asset,12000,0,On,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198128,11.4998035,1.58392262,16.5000134
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 122/LOD1,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD1.asset,3499,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198120,11.5,1.5741446,16.49979
Coast preview — generated  Play starts campaign/Coast environment/Coast Forest — 24 near trees and distant clusters/Tree 122/LOD2,True,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_LOD2.asset,1200,0,Off,Assets/DawnGuard/BlackwoodLTD/Art/Forest/CoastPine_Shared_0.mat,true,True,568105589213198112,11.5066452,1.56495786,16.488575
